headline,Body ID,Stance
the man who says comcast got him fired has filed a lawsuit,2058,discuss
insiders claim steel apple watch to start at 500 gold at,403,unrelated
christian bale to play steve jobs in new movie,144,unrelated
source pot in nyc may soon net just a ticket not arrest,1920,discuss
new audio shows michael brown was shot at 11 times,2261,unrelated
vogue rat infestation disturbing new details,754,unrelated
comcast calls rumor that it disconnects tor users,1589,unrelated
obama murder of james foley the conscience of the entire world,1299,unrelated
boko haram release abducted schoolgirls as part of ceasefire agreement,2191,discuss
jihadi john unmasked former westminster university student was arrested five years ago and put on a terror watch list but he flew to syria to join isis two years later,2531,unrelated
report british intelligence has identified foley killer,648,unrelated
kevin vickers hailed as hero for reportedly shooting gunman inside parliament,1586,unrelated
female teacher facing sack after making sex tape with teenager,1153,unrelated
government fires employee who skipped work for 24 years,2317,unrelated
woman detained in lebanon is not isis leader wife says iraq,1877,agree
has the batman superman batmobile been stolen in detroit,513,unrelated
hospital officials kansas city patient not being treated for ebola,1226,unrelated
search launched for dog owner after pooch found dumped next to suitcase filled with belongings,1853,agree
isis reportedly beheads journalist james wright foley on camera,511,unrelated
six months after abducting nigerian schoolgirls boko haram reportedly wants to free them,1720,unrelated
nun gives birth intends to keep baby,373,unrelated
tropical spider burrows under man skin lives there for three days,1670,unrelated
shocking photos mom tries to sell son to pay for daughter cancer treatment,126,unrelated
jilted lover spends a week in kfc to try and get over her ex,1473,unrelated
fidel castro rumors sweep internet but no sign in cuba,858,discuss
isis claims to have captured us airdrop weapons,2295,discuss
rumors of isis leader death debunked,68,unrelated
london artist abdel bary key suspect in hunt for killer of american journalist james foley,125,unrelated
moment michael brown was shot dead on audio recording fbi handed potentially damning tape of eleven shots being fired including final volley of shots,2235,discuss
isis blasts bombs at civilian areas in iraq mosul residents living in fear,1921,unrelated
apple watch launch reportedly planned for february with limited supply,483,unrelated
texas city plumber truck ends up in syrian war,2248,unrelated
boko haram doubts after attacks reported in nigeria,1195,discuss
days darkness in december 100 fake nasa confirmed 3 days total darkness hoax as well,2523,unrelated
biological warfare on the horizon isis soldiers may be infected with ebola,559,unrelated
pentagon isis seized materials airdropped to kurds,1179,unrelated
soldier shot near canadian parliament building,26,unrelated
google to buy big chunk of pacific shores iconic redwood city office park,72,unrelated
rumor gold apple watch edition priced up to steel version at 500 will debut on 14,1658,unrelated
militant group says it killed american journalist in syria,1034,unrelated
isis beheads kidnapped photojournalist james wright foley in horrific video message to the,1905,unrelated
singing polar bear facing asbo after noise complaint,2290,disagree
unconfirmed reports say uk hostage held by isis found innocent,54,unrelated
priest who died for 48 minutes says he met god and she a woman,887,unrelated
mexico finds 4 more graves at site of suspected student massacre,2385,unrelated
hairgate reports of iphone 6 pulling out hair beards likely exaggerated,2476,discuss
6 islamist militants killed in us attack in somalia,2127,unrelated
christian bale will not play steve jobs,1226,agree
big bank hank of the sugarhill gang is dead at 57,40,unrelated
axl rose found dead of hoax website at age 52,633,unrelated
cnn posts alleged audio of michael brown shooting,2250,discuss
homeless man who received a meal and hotel stay after spending 100 donation on food for friends insists it was not a hoax despite new witness insisting there was no way he could have been secretly filmed,1395,unrelated
islamic state claims it executed american photojournalist james foley,1251,unrelated
tribunal confirmed in texas,1416,unrelated
soldier shot in ottawa at war memorial,1457,discuss
christian bale passes on role of steve jobs actor reportedly felt he was right for part,571,unrelated
boko haram leader denies ceasefire deal says 200 abducted girls married off,2096,unrelated
youngest martyr the cub of isis boasts a fighter has been killed as he went into battle with his father in syria,908,discuss
nigerians doubtful of girls release after boko haram breached,903,unrelated
isis fighters contracted ebola world health organisation investigating reports militants showed up at iraqi hospital with lethal disease,1893,unrelated
isis beheading of journalist james foley posted to youtube,2127,unrelated
report fence jumper made it into east room of white house,848,discuss
her majesty magic mushrooms,2519,unrelated
is no limit to their depravity islamic state feed mother her own son,204,unrelated
north korea reportedly bans anyone sharing kim jong un name,979,unrelated
strange mark turns out to be tropical spider burrowing under vacationer skin,1375,unrelated
iphone 6 users are tearing their hair out,403,unrelated
report amazon to launch streaming service,816,unrelated
militant group says it killed american journalist in syria,933,discuss
seth rogen to star as steve wozniak in sony steve jobs biopic updated,649,unrelated
mps credit for saving lives in parliament hill shootings,1356,discuss
mexico finds 4 more graves at site of suspected student massacre,1538,unrelated
isil video claims beheading of kidnapped journalist james foley,1120,unrelated
meteorite mysterious boom in nicaragua,2520,unrelated
video islamic state claims to have captured us weapons airdrop near kobane,1648,unrelated
nun complains of stomach pains later gives birth to baby boy,2269,unrelated
this dog was left at a railway station with a suitcase of his belongings after he was sold on gumtree,144,unrelated
brian williams slams social media for speculation weatherman mike seidel relieved himself on air,831,unrelated
do worry breakfast club star judd nelson is not dead,1131,unrelated
brian williams debunks peeing meteorologist report on nightly news video,40,unrelated
these egalitarian lego instructions from the 1970s are pretty cool but are they real,989,unrelated
cheeky vandals paint giant penis on bonnet of million bugatti veyron sportscar,1435,unrelated
the chinese guide to avoiding a bad english name,1083,unrelated
boko haram claims to have german hostage denies ceasefire,34,unrelated
hostage luke somers killed during yemen rescue bid family,533,unrelated
predator drones being flown over isil syrian,1234,unrelated
christian bale set to play steve jobs in forthcoming biopic of apple,1157,discuss
hundreds of from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow toy bowl and favourite food,304,unrelated
